City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Kavaratti,IN,2021-06-02 15:51:09,10.5669,72.642,83.97,76,11,16.84
296,Dong Hoi,VN,2021-06-02 15:51:11,17.4833,106.6,85.6,69,100,5.17
297,Camacha,PT,2021-06-02 15:51:12,33.0833,-16.3333,65.62,64,75,18.41
298,Aklavik,CA,2021-06-02 15:51:13,68.2191,-135.0107,32.72,93,90,4.61
299,Lagoa,PT,2021-06-02 15:51:15,39.05,-27.9833,59.2,58,80,5.95
300,Praia,CV,2021-06-02 15:51:16,14.9215,-23.5087,81.14,57,20,20.71
301,Bonga,ET,2021-06-02 15:51:17,7.2833,36.2333,63.1,98,72,2.51
302,Portland,US,2021-06-02 15:49:30,45.5234,-122.6762,76.87,67,1,1.01
303,Cardston,CA,2021-06-02 15:51:21,49.2,-113.3019,75.06,43,6,2.3
304,Weiden,DE,2021-06-02 15:51:23,49.6775,12.1567,76.01,31,75,8.21
305,Novopokrovka,UA,2021-06-02 15:51:24,49.8425,36.5477,64.78,85,100,16.13
306,Payson,US,2021-06-02 15:51:25,40.0444,-111.7321,81.95,33,20,1.01
307,Havelock,US,2021-06-02 15:51:27,34.8791,-76.9013,81.99,78,97,5.01
308,Chapais,CA,2021-06-02 15:51:28,49.7834,-74.8492,58.78,62,100,2.75
309,Chalmette,US,2021-06-02 15:51:29,29.9427,-89.9634,82.4,74,75,3.0
310,Hasaki,JP,2021-06-02 15:51:32,35.7333,140.8333,66.49,79,100,11.68
311,Denpasar,ID,2021-06-02 15:51:33,-8.65,115.2167,80.26,94,20,4.94
312,Paamiut,GL,2021-06-02 15:51:35,61.994,-49.6678,37.63,85,100,6.76
313,Svetlyy,RU,2021-06-02 15:51:36,54.675,20.1347,66.25,64,26,7.78
314,Hillsborough,US,2021-06-02 15:48:20,37.5741,-122.3794,64.45,86,40,4.0
315,Esmeraldas,BR,2021-06-02 15:51:39,-19.7625,-44.3139,80.71,36,3,2.8
316,Barinas,VE,2021-06-02 15:51:40,8.6226,-70.2075,78.49,80,100,3.44
317,Zalantun,CN,2021-06-02 15:51:42,48.0,122.7167,54.05,74,100,10.36
318,Liuhe,CN,2021-06-02 15:51:43,42.2401,125.7172,54.82,96,100,5.59
319,Cabo San Lucas,MX,2021-06-02 15:50:05,22.8909,-109.9124,89.4,30,75,9.22
320,Lorengau,PG,2021-06-02 15:51:46,-2.0226,147.2712,80.22,86,92,9.57
321,Arcachon,FR,2021-06-02 15:51:47,44.5875,-1.0519,78.85,50,75,5.75
322,Teya,RU,2021-06-02 15:51:49,60.3778,92.6267,57.16,95,98,2.53
323,Charagua,BO,2021-06-02 15:51:51,-19.8,-63.2167,71.17,48,50,7.36
324,Klaksvik,FO,2021-06-02 15:51:52,62.2266,-6.589,52.72,94,99,12.84
325,Kang,BW,2021-06-02 15:51:53,-23.6752,22.7876,54.68,29,0,7.87
326,Mackay,AU,2021-06-02 15:51:44,-21.15,149.2,64.04,94,75,5.75
327,Guerrero Negro,MX,2021-06-02 15:51:56,27.9769,-114.0611,66.94,64,8,8.48
328,Kaeo,NZ,2021-06-02 15:51:57,-35.1,173.7833,53.33,93,86,3.71
329,Gazojak,TM,2021-06-02 15:51:59,41.1875,61.4036,96.69,14,2,10.76
330,Hualmay,PE,2021-06-02 15:52:00,-11.0964,-77.6139,67.96,74,100,5.37
331,Kuytun,RU,2021-06-02 15:52:03,54.3419,101.5036,54.46,63,0,4.99
332,Atar,MR,2021-06-02 15:52:04,20.5169,-13.0499,106.12,14,100,11.99
333,Nouadhibou,MR,2021-06-02 15:52:05,20.931,-17.0347,75.18,64,47,18.41
334,Nizwa,OM,2021-06-02 15:52:07,22.9333,57.5333,100.26,10,0,1.41
335,Pamekasan,ID,2021-06-02 15:52:08,-7.1568,113.4746,79.34,86,92,8.16
336,Huarmey,PE,2021-06-02 15:52:09,-10.0681,-78.1522,68.79,76,100,6.67
337,Kyren,RU,2021-06-02 15:52:11,51.6828,102.1408,52.86,64,1,2.8
338,Healdsburg,US,2021-06-02 15:52:12,38.6105,-122.8692,86.9,87,90,2.98
339,Sassandra,CI,2021-06-02 15:52:15,4.95,-6.0833,84.09,70,49,8.37
340,Goma,CD,2021-06-02 15:52:16,-1.6792,29.2228,77.29,47,75,9.22
341,Jiuquan,CN,2021-06-02 15:52:17,39.7432,98.5174,61.11,14,97,7.0
342,Zyryanovsk,KZ,2021-06-02 15:52:19,49.7386,84.2719,60.87,80,80,2.28
343,Palmer,US,2021-06-02 15:50:55,42.1584,-72.3287,80.15,40,75,4.88
344,Chipata,ZM,2021-06-02 15:52:21,-13.6333,32.65,67.84,61,80,3.56
345,Bokoro,TD,2021-06-02 15:52:23,12.3807,17.0568,102.2,22,71,5.53
346,Hagerstown,US,2021-06-02 15:52:24,39.6418,-77.72,75.7,69,75,5.01
347,Hyeres,FR,2021-06-02 15:52:25,43.1167,6.1167,78.44,52,18,11.7
348,Svetlaya,RU,2021-06-02 15:52:27,46.5389,138.3297,49.03,86,97,3.71
349,Puksoozero,RU,2021-06-02 15:52:29,62.5903,40.6066,58.05,60,88,4.36
350,Hamilton,US,2021-06-02 15:49:12,39.1834,-84.5333,66.07,96,90,3.0
351,Te Anau,NZ,2021-06-02 15:52:32,-45.4167,167.7167,44.04,92,27,1.21
352,Ust-Nera,RU,2021-06-02 15:52:33,64.5667,143.2,43.74,81,55,2.8
353,Pirovskoye,RU,2021-06-02 15:52:35,57.6267,92.2658,59.4,61,37,5.53
354,Oxapampa,PE,2021-06-02 15:52:37,-10.5775,-75.4017,68.86,76,85,3.74
355,Kralendijk,BQ,2021-06-02 15:48:34,12.15,-68.2667,85.98,62,75,17.27
356,Olinda,BR,2021-06-02 15:52:40,-8.0089,-34.8553,82.13,61,40,10.02
357,Severomorsk,RU,2021-06-02 15:52:41,69.0689,33.4162,75.6,47,86,8.16
358,Douglas,US,2021-06-02 15:48:16,41.3,-96.167,76.14,48,1,1.01
359,Richards Bay,ZA,2021-06-02 15:52:44,-28.783,32.0377,62.04,77,1,4.68
360,Hambantota,LK,2021-06-02 15:52:45,6.1241,81.1185,80.94,100,0,16.84
361,Saint-Georges,GD,2021-06-02 15:52:47,12.0564,-61.7485,83.88,65,20,17.27
362,Port Hedland,AU,2021-06-02 15:52:48,-20.3167,118.5667,71.65,35,94,10.36
363,Oum Hadjer,TD,2021-06-02 15:52:49,13.2954,19.6966,102.74,17,99,8.93
364,Pozo Colorado,PY,2021-06-02 15:52:51,-23.4923,-58.7972,89.69,39,4,6.49
365,Erzin,TR,2021-06-02 15:52:52,36.9559,36.2,77.52,70,23,6.29
366,Yumen,CN,2021-06-02 15:52:53,40.2833,97.2,64.58,12,42,9.4
367,Tecoanapa,MX,2021-06-02 15:52:55,16.5167,-98.75,84.49,67,100,3.47
368,Sauda,NO,2021-06-02 15:52:56,59.6506,6.3542,72.07,41,13,19.46
369,Kavieng,PG,2021-06-02 15:52:58,-2.5744,150.7967,81.43,80,96,10.18
370,Pavilosta,LV,2021-06-02 15:52:59,56.8879,21.1859,71.51,64,46,2.13
371,Padang,ID,2021-06-02 15:53:00,-0.9492,100.3543,78.85,86,76,3.69
372,Harrisonburg,US,2021-06-02 15:51:55,38.4496,-78.8689,77.68,50,100,5.66
373,Aswan,EG,2021-06-02 15:53:03,24.0934,32.907,104.0,9,0,18.01
374,Tucuman,AR,2021-06-02 15:53:04,-26.8241,-65.2226,68.0,56,1,6.15
375,Sao Gabriel Da Cachoeira,BR,2021-06-02 15:53:08,-0.1303,-67.0892,82.2,78,75,2.51
376,Westport,US,2021-06-02 15:53:07,41.1415,-73.3579,81.16,69,100,1.01
377,Yulara,AU,2021-06-02 15:53:10,-25.2406,130.9889,51.64,66,74,8.05
378,Pombas,CV,2021-06-02 15:53:12,17.1503,-25.0201,76.78,78,83,14.09
379,Valparaiso,CL,2021-06-02 15:48:14,-33.0393,-71.6273,75.43,49,0,10.36
380,Farsund,NO,2021-06-02 15:53:14,58.0948,6.8047,59.65,75,59,16.4
381,Usvyaty,RU,2021-06-02 15:53:16,55.7456,30.7533,60.19,63,85,7.18
382,Winnemucca,US,2021-06-02 15:53:17,40.973,-117.7357,76.1,32,1,2.77
383,Trat,TH,2021-06-02 15:53:18,12.5,102.5,84.78,91,39,2.68
384,Tual,ID,2021-06-02 15:53:20,-5.6667,132.75,81.54,81,91,17.45
385,Saint-Louis,SN,2021-06-02 15:53:21,16.3333,-15.0,103.64,14,4,4.0
386,Sinjar,IQ,2021-06-02 15:53:22,36.3209,41.8754,83.86,17,0,15.82
387,Suffolk,US,2021-06-02 15:52:21,40.8668,-72.7996,77.74,82,1,3.0
388,Teguise,ES,2021-06-02 15:53:26,29.0605,-13.564,68.22,64,40,15.57
389,Carora,VE,2021-06-02 15:53:27,10.1755,-70.0827,84.06,54,100,5.03
390,Okhotsk,RU,2021-06-02 15:53:29,59.3833,143.3,37.27,86,83,5.57
391,Berbera,SO,2021-06-02 15:53:30,10.4396,45.0143,92.28,54,55,11.45
392,Maracacume,BR,2021-06-02 15:53:32,-2.0428,-45.9592,89.6,54,41,4.05
393,Lubbock,US,2021-06-02 15:50:04,33.6001,-101.8338,71.38,70,75,8.05
394,Bartica,GY,2021-06-02 15:53:36,6.4,-58.6167,79.12,91,88,4.09
395,Caluquembe,AO,2021-06-02 15:53:37,-13.7833,14.6833,70.03,32,41,2.64
396,Kamenka,RU,2021-06-02 15:53:38,51.3223,42.7678,60.35,72,100,18.16
397,Airai,TL,2021-06-02 15:53:42,-8.9266,125.4092,58.59,94,92,2.53
398,Umm Kaddadah,SD,2021-06-02 15:53:44,13.6017,26.6876,98.49,21,100,4.56
399,Buin,CL,2021-06-02 15:53:45,-33.7333,-70.75,71.06,40,16,1.3
400,Qaqortoq,GL,2021-06-02 15:53:46,60.7167,-46.0333,42.28,72,100,11.95
401,Port-Gentil,GA,2021-06-02 15:53:48,-0.7193,8.7815,84.16,70,20,10.36
402,Taoudenni,ML,2021-06-02 15:53:49,22.6783,-3.9836,113.38,7,46,8.43
403,Sandur,IN,2021-06-02 15:53:50,15.1,76.55,85.42,59,79,7.43
404,Kinshasa,CD,2021-06-02 15:51:18,-4.3246,15.3215,91.78,49,40,2.95
405,Mookane,BW,2021-06-02 15:53:54,-23.688,26.6595,60.21,29,0,5.12
406,Urdoma,RU,2021-06-02 15:53:55,61.7533,48.5442,54.59,59,74,11.1
407,Constantine,DZ,2021-06-02 15:53:24,36.365,6.6147,85.41,45,40,11.5
408,Ust-Ilimsk,RU,2021-06-02 15:53:59,58.0006,102.6619,59.05,50,30,4.0
409,Rodrigues Alves,BR,2021-06-02 15:54:01,-7.738,-72.6509,75.4,52,14,3.24
410,Isangel,VU,2021-06-02 15:54:02,-19.55,169.2667,68.92,66,13,8.5
411,Vestmannaeyjar,IS,2021-06-02 15:54:03,63.4427,-20.2734,49.19,76,20,5.75
412,Tokur,RU,2021-06-02 15:54:05,53.1333,132.9,46.15,97,100,1.5
413,Arys,KZ,2021-06-02 15:54:06,42.4252,68.795,91.62,20,6,6.17
414,Ancud,CL,2021-06-02 15:54:07,-41.8697,-73.8203,46.42,89,100,9.17
415,San Felipe,VE,2021-06-02 15:54:10,10.3399,-68.7425,83.25,70,94,5.03
416,Bandarbeyla,SO,2021-06-02 15:54:13,9.4942,50.8122,80.46,81,95,26.26
417,Maragogi,BR,2021-06-02 15:54:14,-9.0122,-35.2225,81.57,64,63,10.2
418,Nelson Bay,AU,2021-06-02 15:54:15,-32.7167,152.15,55.69,94,85,5.97
419,Biograd Na Moru,HR,2021-06-02 15:54:17,43.9433,15.4519,75.9,45,0,5.48
420,Saint-Joseph,RE,2021-06-02 15:54:18,-21.3667,55.6167,75.58,80,93,15.75
421,Barmer,IN,2021-06-02 15:54:19,25.75,71.3833,95.41,31,0,21.54
422,Tapa,EE,2021-06-02 15:54:21,59.2606,25.9586,63.7,50,29,6.4
423,Vestmanna,FO,2021-06-02 15:54:22,62.1564,-7.1664,50.92,87,90,1.77
424,Ulaangom,MN,2021-06-02 15:54:23,49.9811,92.0667,58.87,25,10,2.98
425,Aktau,KZ,2021-06-02 15:54:26,43.65,51.2,77.58,60,0,9.1
426,Kieta,PG,2021-06-02 15:54:27,-6.2167,155.6333,79.21,82,96,2.82
427,Pacific Grove,US,2021-06-02 15:51:54,36.6177,-121.9166,55.51,95,90,1.01
428,Lazaro Cardenas,MX,2021-06-02 15:54:30,17.9583,-102.2,88.77,52,96,1.34
429,Imeni Poliny Osipenko,RU,2021-06-02 15:54:31,52.4201,136.4853,52.88,83,87,4.7
430,Chikhli,IN,2021-06-02 15:54:33,20.35,76.25,88.34,43,83,3.85
431,Eyl,SO,2021-06-02 15:54:34,7.9803,49.8164,81.43,73,95,18.84
432,Faya,SA,2021-06-02 15:54:36,18.3851,42.4509,82.92,18,56,14.65
433,Chumphon,TH,2021-06-02 15:54:37,10.3333,98.8333,75.0,91,84,1.79
434,Bonavista,CA,2021-06-02 15:54:39,48.6499,-53.1147,71.6,61,6,10.54
435,Odweyne,SO,2021-06-02 15:54:40,9.4092,45.064,77.41,53,84,15.73
436,Yerbogachen,RU,2021-06-02 15:54:42,61.2767,108.0108,59.27,51,1,2.37
437,Lewistown,US,2021-06-02 15:50:39,40.5992,-77.5714,69.98,73,75,0.0
438,Zaraza,VE,2021-06-02 15:54:44,9.3503,-65.3245,92.12,42,94,4.12
439,Lata,PT,2021-06-02 15:54:45,40.1629,-8.3327,63.36,77,98,9.75
440,Gat,IL,2021-06-02 15:54:47,31.61,34.7642,77.81,48,0,14.92
441,Kualakapuas,ID,2021-06-02 15:54:48,-3.0091,114.3876,77.16,88,100,2.24
442,Puerto Penasco,MX,2021-06-02 15:54:50,31.3167,-113.5333,84.18,58,1,8.99
443,Anaconda,US,2021-06-02 15:54:51,46.1285,-112.9423,69.96,42,5,0.69
444,Feicheng,CN,2021-06-02 15:54:53,35.2606,117.9675,69.85,91,100,0.45
445,Algiers,DZ,2021-06-02 15:51:55,36.7525,3.042,76.82,44,0,8.79
446,Chipinge,ZW,2021-06-02 15:54:55,-20.1883,32.6236,60.37,66,67,2.51
447,Sao Joao Da Barra,BR,2021-06-02 15:54:58,-21.6403,-41.0511,80.69,74,0,7.34
448,San Carlos De Bariloche,AR,2021-06-02 15:54:59,-41.1456,-71.3082,37.15,75,90,7.9
449,Labuan,MY,2021-06-02 15:55:00,5.2767,115.2417,82.11,94,20,0.0
450,Nha Trang,VN,2021-06-02 15:55:02,12.25,109.1833,84.2,79,100,5.08
451,Mikhaylovka,RU,2021-06-02 15:55:04,50.06,43.2379,61.61,92,100,15.43
452,Filadelfia,US,2021-06-02 15:52:46,39.9523,-75.1638,78.57,60,1,3.0
453,Xinxiang,CN,2021-06-02 15:55:08,35.3089,113.8672,75.94,69,100,2.73
454,Avera,US,2021-06-02 15:55:09,33.194,-82.5271,80.44,44,100,5.32
455,Pangody,RU,2021-06-02 15:55:10,65.85,74.4859,40.66,56,100,8.55
456,Hervey Bay,AU,2021-06-02 15:55:12,-25.2986,152.8535,65.03,76,7,6.42
457,Clyde River,CA,2021-06-02 15:55:14,70.4692,-68.5914,26.83,93,90,5.75
458,Mesetas,CO,2021-06-02 15:55:16,3.3846,-74.0442,76.8,89,72,4.12
459,La Rioja,ES,2021-06-02 15:55:18,42.25,-2.5,74.98,32,96,6.67
460,Clearwater,US,2021-06-02 15:51:26,27.9659,-82.8001,88.25,65,1,3.0
461,Talcahuano,CL,2021-06-02 15:55:21,-36.7167,-73.1167,55.08,94,90,2.3
462,Sena Madureira,BR,2021-06-02 15:55:22,-9.0656,-68.6569,91.11,42,5,2.95
463,Karlskrona,SE,2021-06-02 15:55:23,56.1616,15.5866,68.45,68,5,13.76
464,Marsa Matruh,EG,2021-06-02 15:55:25,31.3525,27.2453,71.24,55,0,12.37
465,Alta Floresta,BR,2021-06-02 15:55:26,-9.8756,-56.0861,91.22,43,0,4.61
466,Yinchuan,CN,2021-06-02 15:55:29,38.4681,106.2731,65.89,12,88,5.39
467,Khatanga,RU,2021-06-02 15:55:31,71.9667,102.5,33.6,86,100,4.5
468,Roma,US,2021-06-02 15:52:03,43.2128,-75.4557,76.95,54,1,4.61
469,Suluq,LY,2021-06-02 15:55:34,31.6682,20.2521,90.18,18,13,12.93
470,Bekobod,UZ,2021-06-02 15:55:35,40.2208,69.2697,87.49,26,9,7.65
471,Nanchang,CN,2021-06-02 15:54:41,28.6833,115.8833,78.12,90,46,3.56
472,Tepanguare,HN,2021-06-02 15:55:38,14.3333,-87.75,73.8,55,42,5.23
473,Mecca,SA,2021-06-02 15:54:42,21.4267,39.8261,98.29,26,4,7.05
474,Genhe,CN,2021-06-02 15:55:40,50.7833,121.5167,46.29,98,100,0.98
475,Ust-Kuyga,RU,2021-06-02 15:55:42,70.0167,135.6,58.42,55,98,3.27
476,Port Macquarie,AU,2021-06-02 15:54:26,-31.4333,152.9167,53.38,80,40,5.57
477,Neiafu,TO,2021-06-02 15:55:44,-18.65,-173.9833,74.08,94,90,0.0
478,Guangyuan,CN,2021-06-02 15:55:46,32.442,105.823,72.34,47,99,12.93
479,Corinto,GR,2021-06-02 15:55:37,37.9407,22.9573,76.41,48,96,4.79
480,Sisimiut,GL,2021-06-02 15:55:48,66.9395,-53.6735,41.02,66,34,6.73
481,Yonibana,SL,2021-06-02 15:55:50,8.4447,-12.245,82.92,77,96,4.92
482,Meulaboh,ID,2021-06-02 15:55:51,4.1363,96.1285,78.94,88,100,3.71
483,Broken Hill,AU,2021-06-02 15:55:53,-31.95,141.4333,53.31,87,90,0.0
484,Puerto Escondido,MX,2021-06-02 15:55:54,15.85,-97.0667,86.94,64,38,4.94
485,Watertown,US,2021-06-02 15:51:52,42.3709,-71.1828,82.31,38,100,1.99
486,Pochutla,MX,2021-06-02 15:55:58,15.7432,-96.4661,89.82,50,7,4.97
487,Naze,JP,2021-06-02 15:56:00,28.3667,129.4833,73.09,86,100,14.12
488,Biltine,TD,2021-06-02 15:56:01,14.5333,20.9167,99.1,15,100,2.26
489,Souillac,MU,2021-06-02 15:56:02,-20.5167,57.5167,77.38,65,40,17.76
490,Cairns,AU,2021-06-02 15:56:04,-16.9167,145.7667,67.95,92,75,2.3
491,Rapid Valley,US,2021-06-02 15:56:05,44.0625,-103.1463,78.31,33,9,1.99
492,Seaford,GB,2021-06-02 15:56:07,50.7714,0.1027,79.68,63,96,5.75
493,Baruun-Urt,MN,2021-06-02 15:56:08,46.6806,113.2792,46.36,44,22,9.6
494,Omsukchan,RU,2021-06-02 15:56:09,62.5333,155.8,37.31,78,71,2.98
495,Tilichiki,RU,2021-06-02 15:56:11,60.4667,166.1,38.07,73,8,0.81
496,Fort-Shevchenko,KZ,2021-06-02 15:56:12,44.5086,50.263,72.77,70,0,8.99
497,Guiratinga,BR,2021-06-02 15:56:14,-16.3494,-53.7583,87.55,36,16,6.26
498,Abu Dhabi,AE,2021-06-02 15:52:14,24.4667,54.3667,104.02,18,0,8.43
499,Porto Novo,BJ,2021-06-02 15:56:16,6.4965,2.6036,85.82,63,51,10.42
500,Alugan,PH,2021-06-02 15:56:18,12.2188,125.4808,79.0,87,73,4.94
501,Billings,US,2021-06-02 15:54:56,45.7833,-108.5007,75.51,49,9,5.99
502,Lubao,PH,2021-06-02 15:56:20,14.9167,120.55,80.67,93,100,14.65
503,Altayskoye,RU,2021-06-02 15:56:22,51.9533,85.3325,60.91,88,80,7.96
504,Shalya,RU,2021-06-02 15:56:23,57.2471,58.7298,55.56,51,100,7.87
505,San Fernando,PH,2021-06-02 15:56:25,15.0286,120.6898,80.69,87,100,6.31
506,Koundara,GN,2021-06-02 15:56:26,12.4833,-13.3,107.64,21,16,3.4
507,Sundargarh,IN,2021-06-02 15:56:27,22.1167,84.0333,85.19,55,56,3.0
508,Felanitx,ES,2021-06-02 15:56:29,39.4696,3.1483,77.52,67,34,10.29
509,Nioki,CD,2021-06-02 15:56:30,-2.7167,17.6833,85.1,51,97,1.59
510,Bobrovka,RU,2021-06-02 15:56:31,54.047,61.7455,61.48,58,79,13.06
511,Oranjemund,NA,2021-06-02 15:56:33,-28.55,16.4333,63.0,50,0,21.74
512,Bairiki,KI,2021-06-02 15:56:34,1.3292,172.9752,78.8,94,40,14.38
513,Zavitinsk,RU,2021-06-02 15:56:36,50.1167,129.45,51.1,61,68,7.72
514,Iralaya,HN,2021-06-02 15:56:37,15.0,-83.2333,84.36,67,20,9.31
515,Sainte-Suzanne,RE,2021-06-02 15:56:38,-20.9061,55.6089,77.22,73,87,17.38
516,Grootfontein,NA,2021-06-02 15:56:40,-19.5667,18.1167,69.37,23,91,6.91
517,Chumikan,RU,2021-06-02 15:56:41,54.7183,135.315,35.35,97,100,1.68
518,Montagnana,IT,2021-06-02 15:56:43,45.2287,11.4635,82.11,50,11,7.38
519,Klyuchi,RU,2021-06-02 15:56:44,52.2667,79.1667,74.73,58,28,11.36
520,Ukiah,US,2021-06-02 15:56:45,39.1502,-123.2078,87.04,32,9,2.62
521,Freeport,US,2021-06-02 15:55:20,40.6576,-73.5832,80.49,68,100,5.01
522,Bajil,YE,2021-06-02 15:56:48,15.0584,43.2851,95.92,35,29,4.81
523,Morant Bay,JM,2021-06-02 15:56:50,17.8815,-76.4093,83.62,66,7,12.8
524,Lecce,IT,2021-06-02 15:56:51,40.2167,18.1667,67.46,37,48,2.19
525,Kiunga,PG,2021-06-02 15:56:52,-6.1219,141.2906,73.54,99,98,1.39
526,Lincoln,US,2021-06-02 15:53:43,40.8,-96.667,76.39,52,1,1.01
527,Leuwiliang,ID,2021-06-02 15:56:55,-6.5745,106.6344,79.86,100,83,1.9
528,Tromso,NO,2021-06-02 15:56:56,69.6496,18.957,77.65,42,0,9.22
529,Biak,ID,2021-06-02 15:56:01,-0.9131,122.8766,76.14,81,100,6.08
530,Seminole,US,2021-06-02 15:52:41,28.7086,-81.2081,90.41,64,40,4.0
531,Salmas,IR,2021-06-02 15:57:00,38.1973,44.7653,83.39,26,0,10.07
532,Kristiansund,NO,2021-06-02 15:57:01,63.1115,7.732,69.85,45,0,13.8
533,Nueva Guinea,NI,2021-06-02 15:57:03,11.6876,-84.4562,85.37,59,86,9.84
534,High Prairie,CA,2021-06-02 15:57:04,55.4334,-116.4858,63.7,63,100,6.82
535,Da Lat,VN,2021-06-02 15:57:05,11.9465,108.4419,60.84,89,94,0.98
536,San Ignacio,BZ,2021-06-02 15:57:07,17.1561,-89.0714,84.34,65,0,3.94
537,Maceio,BR,2021-06-02 15:57:08,-9.6658,-35.7353,81.84,74,75,11.77
538,Nuevitas,CU,2021-06-02 15:57:10,21.5453,-77.2644,82.38,76,24,10.36
539,Acarau,BR,2021-06-02 15:56:27,-2.8856,-40.12,86.04,63,42,11.74
540,Oktyabrskoye,RU,2021-06-02 15:57:12,43.0645,44.7417,66.34,83,75,3.4
541,Krasnovishersk,RU,2021-06-02 15:57:14,60.4078,57.082,50.56,51,1,3.78
542,Petropavlovskaya,RU,2021-06-02 15:57:15,45.0819,40.4512,63.0,78,43,11.81
543,Wanaka,NZ,2021-06-02 15:57:16,-44.7,169.15,36.1,98,5,5.01
544,Ormara,PK,2021-06-02 15:57:18,25.2088,64.6357,84.29,85,14,10.02
545,La Plata,AR,2021-06-02 15:57:19,-34.9215,-57.9545,60.04,71,32,12.66
546,Emerald,AU,2021-06-02 15:57:21,-23.5333,148.1667,60.94,100,75,4.61
547,Aksarayskiy,RU,2021-06-02 15:57:22,46.7924,48.0119,73.35,39,55,3.6
548,Lufkin,US,2021-06-02 15:54:51,31.3382,-94.7291,76.6,63,20,4.41
549,Axim,GH,2021-06-02 15:57:25,4.8699,-2.2405,84.58,70,98,8.34
550,Salalah,OM,2021-06-02 15:57:26,17.0151,54.0924,81.19,81,95,8.93
551,Shambu,ET,2021-06-02 15:57:28,9.5667,37.1,57.04,79,89,3.33
552,Opuwo,NA,2021-06-02 15:57:30,-18.0607,13.84,76.06,18,68,7.92
553,Apatou,GF,2021-06-02 15:57:31,5.155,-54.3472,83.01,86,96,1.57
554,Torrevieja,ES,2021-06-02 15:57:33,37.9787,-0.6822,81.75,75,52,5.99
555,Sechura,PE,2021-06-02 15:57:34,-5.5569,-80.8222,74.05,65,89,7.54
556,Palau,PW,2021-06-02 15:57:36,7.503,134.621,80.96,82,96,2.66
